,id,query,product_title,product_description,median_relevance
3438,3438,bluray hobbit extended,Hobbit: An Unexpected Journey (3D Blu-ray + Blu-ray + DVD + Digital HD) (With Ultraviolet),"""The Hobbit: An Unexpected Journey"" is the first chapter in Peter Jackson's new epic trilogy set in Middle-Earth 60 years before J.R.R. Tolkien's The Lord of the Rings saga. Follow Bilbo Baggins as he's swept into a quest to reclaim the lost Dwarf Kingdom of Erebor, long ago conquered by the dragon Smaug. Approached by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior Thorin Oakenshield. Their journey will take them through treacherous lands swarming with Trolls, Goblins, Orcs and deadly Wargs 1002.",3
3439,3439,baseball photo frame,"Cleveland Indians Official MLB 4x6"" Magnet Photo Frame""",http://i104.photobucket.com/albums/m175/champions_on_display/wincraft2013/januaryb/65497012.jpg,4
3440,3440,levis 505,Signature by Levi Strauss & Co. Men's Taper Jeans,These jeans are made by Levi Strauss & Co. are a slim fit that sits below the waist and have a tapered leg opening.,3
3441,3441,gold dress,Aidan Mattox Gold Strapless Fairy Tale Empire Waist Bead Evening Dress,"Live the fairy tale for a night in this dreamy princess gown. This gown features a sweetheart neckline, strapless, empire waist, beaded and metallic embroidered bodice and a softly pleated mesh skirt.",4
3442,3442,routers,Buffalo AirStationÜ¢ WZR-1750DHPD ethernet Wireless Router,2.40 GHz ISM Band - 5 GHz UNII Band - 1300 Mbps Wireless Speed - 4 x Network Port - 1 x Broadband Port - USB - Gigabit Marketing Information Buffalo's AirStation™ AC 1750 Gigabit Dual Band Open Source DD-WRT Wireless Router features DD-WRT pre-installed with a breadth of powerful features not normally found in similar routers. AirStation AC 1750 Open Source DD-WRT supports a great number of functionalities with simple setup and configuration.,4
3443,3443,soda stream,SodaStream Fountain Jet Home Soda Maker Black And Silver Soda Stream NO CO2,,4
3444,3444,wii microphone,NEW Official Logitech Original Genuine USB  Mic Microphone for the Nintendo Wii,,4
3445,3445,dual headset splitter,StarTech.com 4 Position to 2x 3 Pin 3.5mm Headset Splitter Adapter - headset splitter - 6 in,"Turns a 3.5mm audio output port into two distinct ports - one 3.5mm headphone jack and one 3.5mm microphone port. Have you recently purchased a newer laptop or Ultrabook and now you can't figure out where to plug in your favorite headset?
Most new laptops and Ultrabooks come equipped with a single 3.5mm 4-position (4pin) audio port that supports both audio input and output. A great number of headsets on the market come equipped with two separate headphone and microphone connectors that are not compatible with this new configuration.
The MUYHSMFFADW white headset adapter features two 3.5mm 3-position ports that provide a separate headphone and microphone connection that can be connected to the single audio port on your laptop. Alternatively, you can also connect a separate microphone and powered speakers if you prefer to use Skype or chat online without using a headset.
Simply connect the headphone plug from your headset into the audio output port marked with the headphone symbol, and connect the microphone plug into the audio input port marked with the microphone symbol. Plug the adapter into audio port on your laptop and you're all set.
Want to work or game without using a headset?
You can also connect a microphone and powered speakers to your laptop using the adapter. Just plug in your microphone into the audio input port marked with the microphone symbol, and plug your powered speakers into the audio output port marked with the headphone symbol, and connect the adapter to the audio port on your laptop.
Are you traveling for work or taking a trip?
The headset adapter features a compact and sturdy design that makes it the perfect solution for mobile applications.
Tuck the adapter in with your tablet or slip it inside another carrying case. It works great with tablets and smartphones that have a single audio port. Just connect the headphone and microphone plugs from your headset into the adapter, connect the adapter to your mobile device and start talking.
This adapter is not a headphone splitter or Y-cable. It cannot be used to split the audio output to two separate sets of headphones or speakers.
Some laptops and mobile devices will not work with all external microphones. This is typically caused by an impedance mismatch between the microphone and the device. This is due to hardware incompatibility and is not a limitation of the MUYHSMFFADW adapter.",3
3446,3446,routers,Linksys EA6400 IEEE 802.11ac Wireless Router,Linksys EA6400 IEEE 802.11ac Wireless Router - 2.40 GHz ISM Band - 5 GHz UNII Band - 4 x Antenna - 1300 Mbps Wireless Speed - 4 x Network Port - 1 x Broadband Port - USB - Gigabit Ethernet Wall Mount...,4
3447,3447,fifa 15,Ea Fifa 15 - Sports Game - Playstation 3 (36775),"FIFA 15 brings football to life in stunning detail so fans can experience the emotion of the sport like never before. Pre-order FIFA 15 and receive up to 15 gold packs to build your dream club in FIFA 15 Ultimate Team.
Product Information

Software Main Type: Game
Software Sub Type: Sports Game
Software Name: FIFA 15
Features:
Emotional Intelligence
Dynamic Match Presentation
Team Tactics
Authentic Player Visuals
Living Pitch
Agility & Control
Man-to-Man Battles
Correct Contacts
Set Piece Control",4
3448,3448,storage drawers,"Lynk Roll-Out Drawer, Chrome","The Lynk Roll-Out Drawer, Chrome, is a an ideal solution to your organizational problems. The drawers are suitable to use to store dishes in your kitchen, grooming products in the bathroom or chemicals in your pantry. These versatile, single-tier drawers have industrial-grade ball bearing glides to ensure smooth movement even under the heaviest of loads. The Lynk drawer's commercial chrome steel construction provides long-lasting durability. The unique easy mount design requires no measuring and installs in just minutes. This roll-out cabinet drawer also comes with all the hardware you need for installation. Whether you need to organize dishes, pantry items, tools or a closet overflowing with shoe boxes and hats, this drawer will help you get your clutter in order. You can even add it to your linen closet for expanded storage space for sheets or towels. This is a versatile organizational tool.


Lynk Roll-Out Drawer, Chrome:

    Specially sized drawers to organize any cabinet in the kitchen, laundry, bathroom and garage
    Industrial-grade ball bearing glides for smooth gliding under the heaviest loads
    Beautiful commercial chrome steel construction
    Easy Mount Design requires no measuring and installs in minutes",2
3449,3449,ipad 2 heavy duty case,Versavu Classic Plus for iPad Air 2 - Assorted Colors,"Adopt a new perspective and experience your iPad Air 2 as it should be. The Targus VersaVu 360° Classic Plus revolutionizes the way you interact with your device with its innovative rotational screen that allows your case to swivel between portrait and landscape orientations. Flexible 360-Degree Screen Rotation - This rotating iPad Air 2 case features a patented 360-degree design for flexible viewing positions and full control of the power port location, no matter where you’re working. So you’ve always got the adjustable viewing capabilities and the built-in versatility you need to adapt to any environment. And, this smart cover’s padded front brings extra security to your screen along with deep grooves for solid portrait and landscape viewing angles. Enhanced Experience - Featuring a premium exterior with elegant contrast stitching—plus an integrated business card holder and see-through hole for the device’s Apple logo—this smart cover offers sleek styling and a premium look and feel for today’s on-the-go business professionals.",3
3450,3450,white dress,Women's 3/4 Tie Sleeve Black/ White Dress,"This lovely black and white dress features 3/4-length printed sleeves with tie details. With a round neckline, side pockets, and coordinating print along the hemline, this dress is versatile for a variety of occasions.",3
3451,3451,flea and tick control for dogs,Natural Flea and Tick Spray for Dogs 24-Ounce,"Kills fleas and ticks on contact without harmful poisons and continues to kill for one week Does not interfere with or wash out spot-on flea protection Safe for use on very young puppies, around children and other animals Delightful clove and cinnamon Safe to use around children and other pets",4
3452,3452,rechargable batteries,Energizer - Rechargeable AAA Batteries - 4-Pack,Energizer - Rechargeable AAA Batteries - 4-Pack,4
3453,3453,table clock,Cas sem Aluminum Clock Table,"This riveted, vintage aluminum Cas sem clock table with quartz movement is upturned onto a weathered industrial metal base with gear details. Subtle dents and ripples reflect its hand hammered construction, making this a truly unique piece.",3
3454,3454,rachel ray cookware,Rachael Ray Stainless Steel II 10-piece Cookware Set,ITEM#: 13845365,4
3455,3455,deep fryers,Elite Platinum 6qt Stainless Steel Dual Deep Fryer,"With the Elite Platinum dual deep fryer, you can make French fries and crispy fried chicken at the same time. It has 2 separate fryer sections, each with a 3-quart capacity. Each fryer section has a removable vented lid to help prevent splatter during cooking. The frying baskets on this 6-quart deep fryer have cool-touch handles that are easy to hold. These baskets can be removed from the fryer for easy cleanup. This stainless steel deep fryer has a brushed finish for a clean look. The power cord is detachable for easy storage.",4
3456,3456,wreck it ralph,"Disney's Wreck-It Ralph by John C. Reilly, Sarah Silverman NEW SEALED",,4
3457,3457,face cream,Laneige BB Cushion - Medium -.5 oz,"The revolutionary 5-in-1 BB in a convenient compact. Go beyond your regular BB cream. Broad-spectrum SPF 50 blocks harmful UVA/UVB rays, while skin perfecting Optimal Mineral Water cools and hydrates upon application. Prevent shine and brighten skin by visibly reducing dark spots. Patented air cushion distributes just the right amount of BB cream. Apply whenever and wherever you want, with no buildup or bother. All day flawless skin is just 1 step away with BB Cushion.",2
3458,3458,hawaiian shirt,La Leela Likre Black and White Tropical Printed Hawaiian Beach Shirt For Men's Swim Camp,"Constructed from 100 percent likre, this comfortable Hawaiian shirt offers style in a black and white tropical print. This shirt is conveniently machine washable.",4
3459,3459,fitbit charge,Fitbit Charge HRTM Heart Rate and Activity Wristband,"Automatic, continuous heart rate monitoring gives you more accurate fitness stats
Measures steps taken, distance traveled, calories burned, floors climbed and active minutes
Get call notifications right on your wrist with Caller ID*
Monitor how long and how well you sleep, and wake with a vibrating alarm
See daily fitness stats and time of day on the bright OLED display",4
